title,longitude,latitude,coord_type,view_count,going_count,gone_count,scene_layer,score,tags,desc,star,ak,geotable_id
山西,112.569066,37.880015,3,1695983,1023,10658,3,1,yazhou zhongguo 2001 508,山西，因居太行山之西而得名。它是中华民族的发祥地之一，历史悠久，人文荟萃，数不胜数的名山大川犹如一幅幅美不胜收的画卷。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
平遥,112.181268,37.19524696,3,1654229,1968,7786,5,30,yazhou zhongguo shanxi jinzhong 4020 4003 4004 4014 4015 4016 4017 4018 4019 4022 4023 4024 4025 4026 2001 1002 1018 4021 6014 6012 6010 6006 6008 4001 4002 4005 4006 4008 4010 4011 4012 3023 3024 3007 3003 3009 3002 3018 4009 3004 3008 3029 3030 3031 4013 4027 1001 7001 7003 7006 7005 501,巍峨古老城垣厚重深沉，古城内的街道、店铺和民居依旧保持着传统的布局。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
五台山,113.596375,38.98439628,3,1448480,912,4852,5,20,yazhou zhongguo shanxi shanxixinzhou 3014 3022 3032 4020 4005 4006 4007 4008 4009 4014 4022 2001 1017 1018 1020 6010 4018 6006 4003 4023 3003 3004 3013 3029 3031 4010 4015 4019 4021 7001 7003 7006 503,因五峰如五根擎天柱、峰顶平坦如台而得名是中国唯一兼有汉地和藏传佛教的佛教道场。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
内蒙古,111.619479,41.258259,3,1387752,1934,9476,3,1,yazhou zhongguo 3005 3017 3019 2001 1006 1015 4021 6014 4023 4002 4003 4005 4006 4007 4022 4008 4010 4014 4015 4016 4009 3002 3003 3007 3008 3009 3013 3020 3021 3024 3029 3031 4027 6012 4017 6010 4018 6006 4019 6008 6004 4001 4004 508,蓝天白云、一望无尽的草海以及成群的牛羊，再加上骁勇的马背民族，汇聚成了一幅美丽的自然画卷。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
八达岭长城,115.99399,40.34841707,3,1214225,1319,2071,6,40,yazhou zhongguo beijing 3014 3033 4020 4025 2001 1017 1018 1020 3008 4005 4004 4006 4007 4008 4009 4010 4013 4014 4015 4019 4021 4022 4023 7001 7005 504,明长城一节，险要军事关隘，有“不到长城非好汉”之说。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
太原,112.510045,37.891644,3,1126888,459,10370,4,31,yazhou zhongguo shanxi 3032 2001 1001 6002 4021 4023 6012 4017 6010 4018 6006 4019 6008 4002 4004 4005 4006 4022 4008 4009 4010 4012 4013 4014 4015 4016 3006 1021 3025 3023 4027 3007 3003 3009 6004 4001 4003 4007 500,一座龙城宝地，兵家必争之地，岁月重新雕琢的古老石窟，中国的面食之都。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
南锣鼓巷,116.409486,39.946404,3,1033773,1405,1884,6,20,yazhou zhongguo beijing 2001 7001 7003 7006 508,北京最古老的街区之一，老北京传统与文艺生活的完美结合地。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
蓬莱,120.758821,37.810717,3,1027696,717,7530,5,31,yazhou zhongguo shandong yantai 3032 2001 1005 4021 4023 4002 4005 4006 4007 4022 4008 4010 4014 4015 4016 1004 3007 3003 4009 3009 4027 6012 4017 6010 4018 6006 4019 6008 6004 4001 4003 4004 7001 500,八仙渡海在此地，飘渺仙境入梦来。蓬莱，一直以来都与仙境结缘。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
十渡,115.600213,39.64181709,3,948841,1301,933,5,0,yazhou zhongguo beijing fangshan 3014 3033 4020 4025 2001 3020 3016 4005 4003 4004 4006 4007 4008 4009 4010 4013 4014 4015 4019 4021 4022 4023 1021 7001 7003 7006 7005 503,人多会比较好玩，漂亮的地方，赞一个风景不错。华北地区唯一以岩溶峰林。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
石家庄,114.505984,38.048958,3,880008,380,9464,4,23,yazhou zhongguo hebei 2001 4021 4023 4018 4019 4001 4003 4004 4005 4007 4022 4008 4009 4010 4011 4012 4014 4015 4016 3018 1001 4027 6012 4017 6010 6006 6008 6004 4002 4006 500,古代称“常山、真定”，历史上曾与北京、保定并称“北方三雄镇”。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
野三坡,115.440379,39.67616206,3,856957,645,3936,5,35,yazhou zhongguo hebei baoding 3014 3016 3033 4020 4005 4004 4006 4007 4008 4009 4010 4014 4015 4019 4022 4023 4025 2001 1020 4021 6008 4001 4016 3020 3013 3029 4013 1021 3031 7001 7003 7006 7005 503,既有北方山水的高亢，又有着南方山水的婉约，让你忘记城市的喧嚣。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
798艺术区,116.501812,39.98975009,3,850227,1154,1157,6,20,yazhou zhongguo beijing 2001 7001 7003 7006 508,原是798厂等电子工业的老厂区，后经改造成国内名声最大也最成熟的艺术区。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
后海,116.3943163,39.94844352,3,849278,808,1561,6,20,yazhou zhongguo beijing 2001 1009 7001 7003 7006 503,除了铺陈着地道京味和历史韵味，如今的后海更是酒吧与胡同的代名词。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
承德,117.942733,40.996333,3,843055,738,6158,4,25,yazhou zhongguo hebei 2001 1001 4021 4006 4007 4022 4008 4014 4015 1021 3007 3020 3004 3017 4027 4009 3003 3029 3031 500,著名的避暑胜地，空气清新，名气很大。壮观宏伟的皇家园林。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
世界公园,116.2937,39.81675607,3,842156,1516,1200,6,18,yazhou zhongguo beijing 2001 7003 7006 7005 507,北京世界公园里的各种各样的东西总是挺可爱，拍照留影还不错吧。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
白洋淀,115.973929,38.94795014,3,705236,588,3328,5,34,yazhou zhongguo hebei baoding 4006 4007 4008 4010 4014 4015 4022 4023 4025 2001 1009 1018 1020 4021 4027 3018 4009 3008 3029 7001 7003 7006 501,白洋淀是华北平原上最大淡水湖，位于河北保定东约45公里安新县境内。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
葫芦岛,120.831437,40.722256,3,667017,392,4123,4,22,yazhou zhongguo liaoning 2001 1005 3012 1004 2109 1001 500,关外第一市、魅力葫芦岛，著名的古镇，最完整的明长城，秀丽的沙滩都在这里汇聚。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
河北,114.476182,38.042282,3,653608,346,13912,3,0,yazhou zhongguo 2001 508,燕赵大地，华北明珠，环抱京津，一片文化绚烂、孕育希望的热土。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
大同,113.286485,40.099175,3,602372,399,5568,4,24,yazhou zhongguo shanxi 4020 4005 4015 4019 4022 4023 4025 2001 1018 6014 6008 4002 4003 4016 3024 3007 3009 3018 4009 3008 4004 4006 4007 4008 4010 4013 4014 4021 1001 1002 500,遗存下来的古迹、艺术却成为人类历史无法替代的珍宝。好地方美食很不错。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
曲阜,116.98651,35.580953,3,599294,326,6388,5,38,yazhou zhongguo shandong jining 2001 4002 4005 4006 4014 4016 3007 3029 3031 4003 4004 4007 7001 7003 7006 500,曲阜，孔子故里，儒家思想的发源地，有“东方耶路撒冷”之称。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
长岛,120.732217,37.92103903,3,584475,533,2587,5,27,yazhou zhongguo shandong yantai 3032 2001 4021 4019 6008 4006 4007 4014 1004 6004 4001 4002 4003 4004 4005 7001 7003 7006 7005 502,山东省最美的海岛，海水清澈透明，海鲜很过瘾，当地民风淳朴。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
香山,116.196372,39.99655705,3,581869,1003,1092,6,15,yazhou zhongguo beijing 3014 2001 1017 4013 3018 1001 1004 4014 4015 4016 1002 503,北京人最喜欢来锻炼的地方，空气也很好，爬山不错，香山门票也不贵。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
天坛,116.417313,39.88797708,3,577377,604,1553,6,20,yazhou zhongguo beijing 2001 7001 7005 504,气势辉煌，建筑雄伟，中国现存最大的古代祭祀性建筑群。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
金石滩,122.012502,39.09186512,3,573462,510,590,6,36,yazhou zhongguo liaoning dalian 2001 7001 7003 7006 7005 502,总体感觉还行，环境也还不错，空气很好，而且金石滩的海还是比较干净的。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
北海公园,116.3963407,39.93935565,3,572708,547,1204,6,18,yazhou zhongguo beijing 2001 7003 7006 7005 507,北海这个地方是历史文化浓厚的，保存最完整的古典皇家园林之一。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
避暑山庄,117.947016,40.99020292,3,566039,693,552,6,40,yazhou zhongguo hebei chengde 2001 7001 7003 7006 7005 504,避暑山庄值得一去就是暑期人太多了，但是人们避暑休闲辽结历史的好地方。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
天津之眼,117.193411,39.16002912,3,555316,818,676,6,28,yazhou zhongguo tianjin 2001 7001 7003 7006 7005 508,世界上唯一建在桥上的摩天轮，好似一只大眼睛凝望着天津，夜晚时分乘坐可以俯瞰美丽的海河夜景。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
老虎滩海洋公园,121.683951,38.88240114,3,547848,433,592,6,35,yazhou zhongguo liaoning dalian 2001 7001 7003 7006 7005 507,东西比较贵，但是环境非常好，新鲜实惠。是个带孩子去的好地方。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
古文化街,117.198268,39.14953711,3,528791,339,754,6,27,yazhou zhongguo tianjin 2001 7001 7003 7006 508,虽然古文化街很有名，但里面都是卖纪念品的地方，有很多传统的东西。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
塘沽,117.667631,39.035228,3,524685,218,3676,5,26,yazhou zhongguo tianjin 2001 4021 4019 6008 4005 4006 4014 4015 4009 6004 4001 4002 4003 4004 4007 7001 7002 7003 7006 500,大海、渔村、海鲜、外滩、港口、炮台、洋货……美丽的塘沽。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
盘山,117.274085,40.08909103,3,521460,526,509,6,36,yazhou zhongguo tianjin jixian 2001 1007 7001 7003 7006 7005 503,景色以“三盘”、“五峰”、“八石”最为有名，山上空气清新，景色宜人。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
圆明园,116.314607,40.01629008,3,520919,530,1176,6,20,yazhou zhongguo beijing 2001 7001 7003 7006 7005 504,清朝大型皇家宫苑，被誉为“万园之园”，八国联军洗劫后剩残垣断壁。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
龙庆峡,116.008255,40.55650901,3,519803,747,681,6,28,yazhou zhongguo beijing yanqing 2001 7001 7003 7006 503,龙庆峡的风光优美，空气也非常好，是夏天很好的避暑地方。景区不大。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
中国科学技术馆,116.405288,40.01217004,3,504843,710,812,6,14,yazhou zhongguo beijing 2001 7003 7006 505,我国第一座国家级综台科学技术馆，里面的东西新奇有趣。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
山海关,119.766409,40.01734,3,503881,303,4200,5,22,yazhou zhongguo hebei qinhuangdao 4020 2001 1018 1004 3008 3020 4013 4014 4015 4018 4019 4021 4022 4023 1002 7001 7003 7006 504,山海关是万里长城的最东端被誉为“天下第一关”。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
恭王府,116.393097,39.94234306,3,500570,472,770,6,16,yazhou zhongguo beijing 2001 7002 7005 504,人流不太拥挤，印象最深的是锡晋斋。戏园子设计的很巧妙，保存的比较完好。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
五大道,117.219563,39.11893611,3,498891,369,616,6,27,yazhou zhongguo tianjin 2001 7001 7002 7003 7006 504,五大道可以说是天津最有特色的景区，街道干净，建筑都很美，保存得很完好。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
张北草原,114.7726772,41.29406684,3,473674,440,2604,5,37,yazhou zhongguo hebei zhangjiakou 3033 4020 4025 2001 1006 1020 3002 3006 3007 3017 4005 4004 4006 4007 4008 4009 4010 4013 4014 4015 4019 4021 4022 4023 1021 7001 503,张北草原由中都和安固里两大草原组成，现以“张北草原音乐节”而闻名。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
南戴河,119.4318649,39.79284337,3,463330,292,2998,5,22,yazhou zhongguo hebei qinhuangdao 2001 4021 4006 4007 4008 4009 4014 4015 4027 7001 7003 7006 502,与北戴河毗邻相望海水清澈，是进行海浴、沙浴、日光浴的理想天然佳所。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
趵突泉,117.02264,36.66780995,3,453233,373,802,6,30,yazhou zhongguo shandong jinan 2001 7001 507,济南七十二名泉之首，被誉为“天下第一泉”,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
北京动物园,116.342569,39.94716804,3,451745,459,1062,6,13,yazhou zhongguo beijing 2001 7003 7006 7005 507,园内美丽的风景，动物种类很多，不过总体还可以的。不过交通很方便。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
木兰围场,117.268942,42.41032393,3,449833,561,2255,5,37,yazhou zhongguo hebei chengde 2001 4022 6014 4023 4006 4007 4008 4014 4015 6018 3020 4009 4027 6012 4017 6010 4018 6006 4019 6008 6004 4001 4002 4003 4004 4005 7001 508,木兰围场历史悠久，风景如画，被赞为“云的故乡，花的世界，林的海洋。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
三里屯,116.459228,39.94263209,3,446219,450,714,6,13,yazhou zhongguo beijing 2001 7003 7006 508,因距内城三里得名，现因三里屯酒吧街而出名，是北京“夜晚经济”的符号。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
北京海洋馆,116.347119,39.95192804,3,443948,887,793,6,13,yazhou zhongguo beijing 2001 7003 7006 505,海豚海狮和大白鲸的表演很可爱，门票稍微贵了点，动物齐全。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
大明湖,117.029659,36.67946692,3,434408,344,697,6,29,yazhou zhongguo shandong jinan 2001 1009 7001 7003 7006 7005 503,“四面荷花三面柳，一城山色半城湖”，是大明湖的最好写照，湖水波光粼粼，鸢飞鱼跃，好不惬意。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
兴城,120.728567,40.614617,3,430855,253,1350,4,39,yazhou zhongguo liaoning huludao 2001 4023 6018 3015 1004 2109 4027 6012 4017 6010 4018 6006 4019 6008 6004 4001 4002 4003 4004 4005 4006 4007 7001 500,渤海明珠，是一座具有2200年历史的文化名城。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
意式风情街,117.2049659,39.14101909,3,428311,449,750,6,24,yazhou zhongguo tianjin 2001 7001 7003 7006 504,可是吃的都没什么特色，但是晚上比较热闹。是摄影爱好者拍照的好地方。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
怀柔,116.628478,40.327324,3,426069,212,3280,5,12,yazhou zhongguo beijing 2001 4021 4023 4019 6008 4004 4005 4007 4022 4008 4009 4011 4014 4015 3012 3003 4027 6012 4017 6010 4018 6006 6004 4001 4002 4003 4006 500,青山绿水绕半城，风景秀丽，气候宜人的“京郊明珠”。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
天安门,116.403875,39.91517408,3,414754,345,1677,6,22,yazhou zhongguo beijing 2001 7001 7003 7006 504,中国古代最壮丽的城楼之一，是北京的标志，共和国的象征。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
鸟巢,116.402131,39.99945205,3,414058,299,1615,6,18,yazhou zhongguo beijing 2001 7003 7006 7005 504,它不仅是体育场，更是寄托中国人情感的地方，可来此地看夜景。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
泰安,117.089041,36.207769,3,410399,312,8605,4,6,yazhou zhongguo shandong 2001 4022 4005 4006 4007 4008 3024 3021 4023 1001 7002 500,国泰而民安，境内有”五岳之首“泰山，雄伟壮丽，乃华夏文化的缩影。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
中国,116.39985,39.914004,3,396347,246,490,2,7,yazhou 2001 1005 508,历史悠久的国度，迈着现代化的步伐前进。这里有优美的自然风光和人文景观，有各色美食，还有热情好客的人民。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
北京欢乐谷,116.500803,39.87354309,3,391372,642,668,6,15,yazhou zhongguo beijing 2001 7005 507,冬天未开项目挺多，表演节目也很好。真是不错的地方，尤其是好玩的。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
保定,115.463765,38.881173,3,382268,257,5683,4,20,yazhou zhongguo hebei 2001 4021 4018 4019 6008 4002 4004 4005 4006 4007 4008 4010 4014 4015 4016 3018 1001 6006 6004 4001 4003 3009 500,保定市位于河北省中部，地处北京、天津、石家庄三角地带，素有“京畿重地”、“首都南大门”之称。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
恒山,113.739308,39.67892306,3,377073,287,2382,5,40,yazhou zhongguo shanxi datong 3014 2001 1017 4019 6008 6004 4001 4002 4003 4004 4005 4006 4007 7001 7003 7006 7005 503,悬空寺美景，空气异常清新感觉很好，而且还可以欣赏不错的恒山雪景。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
红螺寺,116.631692,40.38097006,3,370659,410,423,6,1,yazhou zhongguo beijing huairou 3014 3033 4020 4025 2001 1018 1020 3008 3022 4005 4004 4006 4007 4008 4009 4010 4013 4014 4015 4019 4021 4022 4023 7005 504,奇妙的地理环境成就了红螺寺为一方完美殊胜、绝尘脱俗的“净土佛国”。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
赤峰,118.892242,42.265732,3,365329,305,2725,4,20,yazhou zhongguo neimenggu 2001 4022 6014 4023 6018 3012 3007 3017 1001 4027 6012 4017 6010 4018 6006 4019 6008 6004 4001 4002 4003 4004 4005 4006 4007 500,草原上有一座美丽的城，这里有清新的市景、诱人的美食、奇特的山峰、辽阔的草原、悠久的历史、丰富的古迹……这就是赤峰，一座小城，却值得一看。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
蓟县,117.408286,40.045769,3,361766,181,1478,4,23,yazhou zhongguo tianjin 2001 6002 4021 4023 6012 4017 6010 4018 6006 4019 6008 6004 4001 4002 4004 4005 4006 4007 4022 4008 4010 4012 4014 4015 4016 6018 3012 3024 4009 3029 4027 4003 7001 500,蓟县位于京、津、冀之腹心，这里历史文化悠久，古塔、寺庙、碑刻、古墓众多；自然风光秀丽，是名副其实的天津“后花园”。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
锦州,121.130393,41.102586,3,361409,165,3763,4,20,yazhou zhongguo liaoning 2001 1004 2109 1001 3009 500,扼“辽西走廊”东端，自古便是兵家必争之地。经历过辽宋争权、辽沈战役的烽火洗礼，如今越发风光秀丽，生机勃勃。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
丰宁坝上,115.987606,41.60533388,3,359301,595,347,6,27,yazhou zhongguo hebei chengde 2001 1006 3017 7001 7003 7006 503,坝上草原的瑰丽风光，壮美辽阔，服务还行，而且清新凉爽。很不错的地方。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
明十三陵,116.227301,40.25504501,3,358693,423,631,6,16,yazhou zhongguo beijing 4020 4025 2001 1018 3008 4005 4004 4006 4007 4008 4009 4010 4013 4014 4015 4019 4021 4022 4023 7005 504,明迁都北京后13位皇帝长眠于此，依山而筑，形成了气势磅礴的陵寝建筑群。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
星海广场,121.594534,38.88798604,3,343815,273,579,6,28,yazhou zhongguo liaoning dalian 2001 7001 7003 7006 508,星海广场环境不错，大连最有名的广场，视野很宽广，设计的还不错。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
潍坊,119.151258,36.727223,3,331398,186,4902,4,16,yazhou zhongguo shandong 2001 4021 6014 4023 4018 4019 6008 4002 4003 4004 4005 4006 4022 4008 4010 4014 4015 4016 6018 4009 1001 4027 6012 4017 6010 6006 6004 4001 4007 500,世界风筝都，国家园林城。山东潍坊，齐鲁大地人文与自然的摇篮。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
红叶谷,117.1726471,36.49572597,3,331102,449,316,6,24,yazhou zhongguo shandong jinan 2001 1012 7001 7005 503,群群天鹅漫游在碧波中。秋高气爽时，万山红遍，层林尽染，美不胜收。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
青龙峡,116.694664,40.45950903,3,329520,439,429,6,36,yazhou zhongguo beijing huairou 3033 4025 2001 3020 4006 4007 4008 4009 4010 4014 4015 4021 4022 4023 1021 7001 7003 7006 503,这里有青山绿水，还有古长城，可以乘船游览美景。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
邯郸,114.486718,36.626225,3,320882,180,3114,4,16,yazhou zhongguo hebei 2001 4018 4002 4007 4014 4016 1001 6006 4019 6008 6004 4001 4003 4004 4005 4006 500,漫步丛台追忆赵王城，历史的风霜掩盖不住这座北方小城的古朴气息，城市的每一个角落里都有说不完的故事。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
发现王国主题公园,122.006713,39.083923,3,320028,418,407,6,24,yazhou zhongguo liaoning dalian 2001 7001 7003 7006 7005 507,大约一个小时车程，交通也很方便，只是人太多了。特技表演特别好看。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
旅顺,121.259032,38.849424,3,318685,115,2078,4,27,yazhou zhongguo liaoning dalian 2001 3018 7001 508,战争曾给这座小城留下伤痛，建筑与军港静静地与秀丽山景一起诉说历史。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
雍和宫,116.423566,39.95384806,3,315933,376,698,6,17,yazhou zhongguo beijing 2001 3022 7003 7006 504,北京市内最大的藏传佛教寺院。雍和宫乃“龙潜福地”，殿宇为黄瓦红墙。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
九如山瀑布群,117.305247,36.4932049,3,308537,546,535,6,25,yazhou zhongguo shandong jinan 2001 1008 7001 7003 7006 7005 503,九如山瀑布很壮观，清新的空气扑面而来，而且树木茂密。环境不错。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
蓬莱阁,120.760473,37.832147,3,303572,280,356,6,40,yazhou zhongguo shandong yantai penglai 2001 7001 7003 7006 7005 508,整个古建筑群亭台楼阁分布得宜，寺庙园林交相辉映，因势布景，协调壮观。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
淄博,118.063158,36.795206,3,301676,267,4132,4,18,yazhou zhongguo shandong 2001 4021 6014 4023 4018 4019 6008 4001 4002 4003 4004 4005 4007 4022 4008 4010 4014 4015 4016 6018 4009 1001 4027 6012 4017 6010 6006 6004 4006 500,听聊斋故事幻异曲折，看齐国故都旧貌新颜，在淄博，感受历史文化与现代工业的完美融合。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
滨江道,117.201473,39.125176,3,298310,182,598,6,21,yazhou zhongguo tianjin 2001 7003 7006 504,滨江道商业街是天津市最繁华的商业街之一。很适合逛街和购物。,5,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
张家口,114.887458,40.835646,3,296443,176,3454,4,16,yazhou zhongguo hebei 2001 4015 3012 3017 4009 1001 500,有青山绿水，也有大漠孤烟，走进张家口，感受这份苍劲。,4,Ow5fqi6DQXmgD5PGSB7QBdHF,106996
